Trs_Id,Mode_Cd,Service_Cd,Time_Period_Desc,Time_Service_Begins,Time_Serivice_Ends,Vehicles_In_Operation,Passenger_Cars,Vehicle_Or_Train_Miles,Vehicle_Or_Train_Hours,Vehicle_Or_Train_Rev_Miles,Vehicle_Or_Train_Rev_Hours,Passenger_Car_Miles,Passenger_Car_Rev_Miles,Passenger_Car_Sched_Rev_Miles,Passenger_Car_Hours,Passenger_Car_Revenue_Hours,Vehicle_Sched_Miles,Charter_Servie_Hours,School_Bus_Hours,Unlinked_Passenger_Trips,Passenger_Miles,Operated_Num,Days_Operated,Strikes,Declared_Emergencies,Ada_Unlinked_Passenger_Trips
0042,DR,DO,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0042,DR,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0042,DR,DO,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0042,DR,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0042,DR,DO,Average Typical Weekday                           ,700,1730,21,                ,"2,314",166,"1,922",143,                ,                ,                ,                ,                ,                ,                ,                ,355,"1,870",                ,253,0,0,                
0042,DR,DO,Average Typical Saturday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0042,DR,DO,Average Typical Sunday                            ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0042,DR,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"585,442","41,998","486,266","36,179",                ,                ,                ,                ,                ,                ,0,0,"89,815","473,110",                ,253,0,0,0
0042,MB,DO,Average Weekday - AM Peak                         ,700,1000,7,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0042,MB,DO,Average Weekday - Midday                          ,1000,1400,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0042,MB,DO,Average Weekday - PM Peak                         ,1400,1730,7,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0042,MB,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0042,MB,DO,Average Typical Weekday                           ,700,1730,7,                ,"1,192",68,"1,093",64,                ,                ,                ,                ,                ,"1,200",                ,                ,310,"3,453",                ,253,0,0,                
0042,MB,DO,Average Typical Saturday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0042,MB,DO,Average Typical Sunday                            ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0042,MB,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"301,576","17,204","276,529","16,192",                ,                ,                ,                ,                ,"303,600",0,0,"78,430","873,609",                ,253,0,0,                
0043,DR,DO,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0043,DR,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0043,DR,DO,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0043,DR,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0043,DR,DO,Average Typical Weekday                           ,600,1825,14,                ,955,76,915,72,                ,                ,                ,                ,                ,                ,                ,                ,220,885,                ,257,               ,                  ,                
0043,DR,DO,Average Typical Saturday                          ,700,1725,7,                ,425,28,402,26,                ,                ,                ,                ,                ,                ,                ,                ,76,327,                ,51,               ,                  ,                
0043,DR,DO,Average Typical Sunday                            ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0043,DR,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"267,110","20,997","255,657","19,830",                ,                ,                ,                ,                ,                ,                ,                ,"60,551","244,131",                ,308,               ,                  ,"60,551"
0043,DR,PT,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0043,DR,PT,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0043,DR,PT,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0043,DR,PT,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0043,DR,PT,Average Typical Weekday                           ,600,1825,5,                ,187,7,187,7,                ,                ,                ,                ,                ,                ,                ,                ,35,311,                ,257,               ,                  ,                
0043,DR,PT,Average Typical Saturday                          ,700,1725,2,                ,78,3,78,3,                ,                ,                ,                ,                ,                ,                ,                ,8,160,                ,51,               ,                  ,                
0043,DR,PT,Average Typical Sunday                            ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0043,DR,PT,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"52,037","1,952","52,037","1,952",                ,                ,                ,                ,                ,                ,                ,                ,"9,403","88,087",                ,308,               ,                  ,"9,403"
0043,MB,DO,Average Weekday - AM Peak                         ,420,830,31,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0043,MB,DO,Average Weekday - Midday                          ,830,1610,31,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0043,MB,DO,Average Weekday - PM Peak                         ,1610,2108,31,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0043,MB,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0043,MB,DO,Average Typical Weekday                           ,420,2108,31,                ,"6,327",309,"5,876",289,                ,                ,                ,                ,                ,"5,886",                ,                ,"3,354","43,715",                ,257,               ,                  ,                
0043,MB,DO,Average Typical Saturday                          ,730,1927,25,                ,"4,201",196,"3,932",184,                ,                ,                ,                ,                ,"3,936",                ,                ,"1,858","17,376",                ,51,               ,                  ,                
0043,MB,DO,Average Typical Sunday                            ,745,1710,2,                ,207,10,193,9,                ,                ,                ,                ,                ,195,                ,                ,114,"1,128",                ,21,               ,                  ,                
0043,MB,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"1,846,693","89,638","1,716,442","83,964",                ,                ,                ,                ,                ,"1,717,621",                ,                ,"959,201","12,144,671",                ,329,               ,                  ,                
0044,DR,DO,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0044,DR,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0044,DR,DO,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0044,DR,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0044,DR,DO,Average Typical Weekday                           ,600,2100,15,                ,"1,512",115,"1,283",104,                ,                ,                ,                ,                ,                ,                ,                ,266,"1,543",                ,257,0,0,                
0044,DR,DO,Average Typical Saturday                          ,800,1800,5,                ,464,41,400,36,                ,                ,                ,                ,                ,                ,                ,                ,74,429,                ,51,0,0,                
0044,DR,DO,Average Typical Sunday                            ,800,1800,4,                ,200,20,166,17,                ,                ,                ,                ,                ,                ,                ,                ,44,199,                ,51,0,0,                
0044,DR,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"422,530","32,713","358,703","29,492",                ,                ,                ,                ,                ,                ,0,0,"74,250","431,435",                ,359,0,0,"66,248"
0044,MB,DO,Average Weekday - AM Peak                         ,450,                                                  ,13,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0044,MB,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,9,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0044,MB,DO,Average Weekday - PM Peak                         ,                                                  ,2100,13,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0044,MB,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0044,MB,DO,Average Typical Weekday                           ,450,2100,14,                ,"2,727",151,"2,506",138,                ,                ,                ,                ,                ,"2,511",                ,                ,"1,900","17,765",                ,257,0,0,                
0044,MB,DO,Average Typical Saturday                          ,800,1815,8,                ,"1,273",79,"1,095",73,                ,                ,                ,                ,                ,"1,170",                ,                ,734,"3,064",                ,52,0,0,                
0044,MB,DO,Average Typical Sunday                            ,800,1815,5,                ,674,52,623,50,                ,                ,                ,                ,                ,630,                ,                ,361,"1,596",                ,50,0,0,                
0044,MB,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"798,273","45,268","732,195","41,780",                ,                ,                ,                ,                ,"735,419",0,0,"544,281","4,827,772",                ,359,0,0,                
0044,VP,DO,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0044,VP,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0044,VP,DO,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0044,VP,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0044,VP,DO,Average Typical Weekday                           ,                                                  ,                                                  ,34,                ,"2,833",77,"2,833",77,                ,                ,                ,                ,                ,                ,                ,                ,340,"14,034",                ,253,0,0,                
0044,VP,DO,Average Typical Saturday                          ,                                                  ,                                                  ,3,                ,197,7,197,7,                ,                ,                ,                ,                ,                ,                ,                ,15,593,                ,52,0,0,                
0044,VP,DO,Average Typical Sunday                            ,                                                  ,                                                  ,2,                ,140,5,140,5,                ,                ,                ,                ,                ,                ,                ,                ,10,348,                ,50,0,0,                
0044,VP,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"734,090","20,203","734,090","20,203",                ,                ,                ,                ,                ,                ,0,0,"87,354","3,655,065",                ,355,0,0,                
0045,DR,DO,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0045,DR,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0045,DR,DO,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0045,DR,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0045,DR,DO,Average Typical Weekday                           ,615,2115,6,                ,655,53,556,43,                ,                ,                ,                ,                ,                ,                ,                ,79,553,                ,255,               ,                  ,                
0045,DR,DO,Average Typical Saturday                          ,815,1930,3,                ,174,15,142,11,                ,                ,                ,                ,                ,                ,                ,                ,16,138,                ,52,               ,                  ,                
0045,DR,DO,Average Typical Sunday                            ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0045,DR,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"175,970","14,226","149,259","11,509",                ,                ,                ,                ,                ,                ,                ,                ,"21,110","148,170",                ,307,               ,                  ,"20,983"
0045,MB,DO,Average Weekday - AM Peak                         ,610,1000,8,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0045,MB,DO,Average Weekday - Midday                          ,1000,1500,4,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0045,MB,DO,Average Weekday - PM Peak                         ,1500,1900,8,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0045,MB,DO,Average Weekday - Other                           ,                                                  ,                                                  ,4,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0045,MB,DO,Average Typical Weekday                           ,545,2155,8,                ,"1,644",86,"1,508",82,                ,                ,                ,                ,                ,"1,508",                ,                ,"1,362","10,024",                ,255,               ,                  ,                
0045,MB,DO,Average Typical Saturday                          ,825,1955,6,                ,949,46,877,44,                ,                ,                ,                ,                ,877,                ,                ,698,"6,338",                ,52,               ,                  ,                
0045,MB,DO,Average Typical Sunday                            ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0045,MB,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"468,631","24,283","430,207","23,198",                ,                ,                ,                ,                ,"430,207",                ,                ,"383,649","2,888,877",                ,307,               ,                  ,                
0046,DR,DO,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0046,DR,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0046,DR,DO,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0046,DR,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0046,DR,DO,Average Typical Weekday                           ,500,1900,6,                ,460,40,446,39,                ,                ,                ,                ,                ,                ,                ,                ,66,282,                ,255,               ,                  ,                
0046,DR,DO,Average Typical Saturday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0046,DR,DO,Average Typical Sunday                            ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0046,DR,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"117,300","10,117","113,745","9,823",                ,                ,                ,                ,                ,                ,                ,                ,"16,946","71,910",                ,255,               ,                  ,"3,927"
0046,MB,DO,Average Weekday - AM Peak                         ,500,931,14,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0046,MB,DO,Average Weekday - Midday                          ,931,1422,9,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0046,MB,DO,Average Weekday - PM Peak                         ,1422,1951,14,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0046,MB,DO,Average Weekday - Other                           ,                                                  ,                                                  ,1,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0046,MB,DO,Average Typical Weekday                           ,459,2051,14,                ,"2,112",134,"1,927",124,                ,                ,                ,                ,                ,"1,928",                ,                ,"1,101","9,995",                ,255,               ,                  ,                
0046,MB,DO,Average Typical Saturday                          ,821,1741,2,                ,234,19,213,18,                ,                ,                ,                ,                ,213,                ,                ,173,517,                ,51,               ,                  ,                
0046,MB,DO,Average Typical Sunday                            ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0046,MB,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"550,472","34,189","503,319","32,538",                ,                ,                ,                ,                ,"502,503",                ,                ,"289,475","2,575,092",                ,306,               ,                  ,                
0047,MB,PT,Average Weekday - AM Peak                         ,650,935,10,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0047,MB,PT,Average Weekday - Midday                          ,935,1520,7,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0047,MB,PT,Average Weekday - PM Peak                         ,1520,1845,10,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0047,MB,PT,Average Weekday - Other                           ,                                                  ,                                                  ,8,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0047,MB,PT,Average Typical Weekday                           ,615,2115,10,                ,"1,298",94,"1,250",91,                ,                ,                ,                ,                ,"1,250",                ,                ,"2,472","11,952",                ,255,0,0,                
0047,MB,PT,Average Typical Saturday                          ,715,2015,7,                ,"1,103",74,"1,061",72,                ,                ,                ,                ,                ,"1,061",                ,                ,"1,355","6,553",                ,52,0,0,                
0047,MB,PT,Average Typical Sunday                            ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
